Area_Code,Area_Name,Week_number,Setting,Deaths
E07000227,Horsham,38,Other communal establishment,0
E07000227,Horsham,39,Care home,8
E07000227,Horsham,39,Elsewhere,0
E07000227,Horsham,39,Home,5
E07000227,Horsham,39,Hospice,2
E07000227,Horsham,39,Hospital,9
E07000227,Horsham,39,Other communal establishment,0
E07000227,Horsham,40,Care home,7
E07000227,Horsham,40,Elsewhere,0
E07000227,Horsham,40,Home,3
E07000227,Horsham,40,Hospice,2
E07000227,Horsham,40,Hospital,7
E07000227,Horsham,40,Other communal establishment,0
E07000227,Horsham,41,Care home,8
E07000227,Horsham,41,Elsewhere,1
E07000227,Horsham,41,Home,6
E07000227,Horsham,41,Hospice,2
E07000227,Horsham,41,Hospital,11
E07000227,Horsham,41,Other communal establishment,0
E07000227,Horsham,42,Care home,8
E07000227,Horsham,42,Elsewhere,0
E07000227,Horsham,42,Home,6
E07000227,Horsham,42,Hospice,1
E07000227,Horsham,42,Hospital,10
E07000227,Horsham,42,Other communal establishment,0
E07000227,Horsham,43,Care home,5
E07000227,Horsham,43,Elsewhere,1
E07000227,Horsham,43,Home,7
E07000227,Horsham,43,Hospice,1
E07000227,Horsham,43,Hospital,9
E07000227,Horsham,43,Other communal establishment,0
E07000227,Horsham,44,Care home,9
E07000227,Horsham,44,Elsewhere,1
E07000227,Horsham,44,Home,4
E07000227,Horsham,44,Hospice,2
E07000227,Horsham,44,Hospital,11
E07000227,Horsham,44,Other communal establishment,0
E07000227,Horsham,45,Care home,8
E07000227,Horsham,45,Elsewhere,1
E07000227,Horsham,45,Home,6
E07000227,Horsham,45,Hospice,1
E07000227,Horsham,45,Hospital,9
E07000227,Horsham,45,Other communal establishment,0
E07000227,Horsham,46,Care home,8
E07000227,Horsham,46,Elsewhere,0
E07000227,Horsham,46,Home,5
E07000227,Horsham,46,Hospice,1
E07000227,Horsham,46,Hospital,11
E07000227,Horsham,46,Other communal establishment,0
E07000227,Horsham,47,Care home,6
E07000227,Horsham,47,Elsewhere,0
E07000227,Horsham,47,Home,6
E07000227,Horsham,47,Hospice,1
E07000227,Horsham,47,Hospital,9
E07000227,Horsham,47,Other communal establishment,0
E07000227,Horsham,48,Care home,7
E07000227,Horsham,48,Elsewhere,1
E07000227,Horsham,48,Home,7
E07000227,Horsham,48,Hospice,1
E07000227,Horsham,48,Hospital,8
E07000227,Horsham,48,Other communal establishment,0
E07000227,Horsham,49,Care home,8
E07000227,Horsham,49,Elsewhere,0
E07000227,Horsham,49,Home,5
E07000227,Horsham,49,Hospice,2
E07000227,Horsham,49,Hospital,13
E07000227,Horsham,49,Other communal establishment,0
E07000227,Horsham,50,Care home,7
E07000227,Horsham,50,Elsewhere,0
E07000227,Horsham,50,Home,5
E07000227,Horsham,50,Hospice,2
E07000227,Horsham,50,Hospital,11
E07000227,Horsham,50,Other communal establishment,0
E07000227,Horsham,51,Care home,7
E07000227,Horsham,51,Elsewhere,1
E07000227,Horsham,51,Home,5
E07000227,Horsham,51,Hospice,2
E07000227,Horsham,51,Hospital,12
E07000227,Horsham,51,Other communal establishment,0
E07000227,Horsham,52,Care home,6
E07000227,Horsham,52,Elsewhere,1
E07000227,Horsham,52,Home,4
E07000227,Horsham,52,Hospice,2
E07000227,Horsham,52,Hospital,7
E07000227,Horsham,52,Other communal establishment,0
E07000228,Mid Sussex,1,Care home,13
E07000228,Mid Sussex,1,Elsewhere,1
E07000228,Mid Sussex,1,Home,4
E07000228,Mid Sussex,1,Hospice,3
E07000228,Mid Sussex,1,Hospital,16
E07000228,Mid Sussex,1,Other communal establishment,0
E07000228,Mid Sussex,2,Care home,15
E07000228,Mid Sussex,2,Elsewhere,2
E07000228,Mid Sussex,2,Home,7
E07000228,Mid Sussex,2,Hospice,3
E07000228,Mid Sussex,2,Hospital,15
E07000228,Mid Sussex,2,Other communal establishment,0
E07000228,Mid Sussex,3,Care home,11
E07000228,Mid Sussex,3,Elsewhere,1
E07000228,Mid Sussex,3,Home,6
E07000228,Mid Sussex,3,Hospice,2
E07000228,Mid Sussex,3,Hospital,15
E07000228,Mid Sussex,3,Other communal establishment,0
E07000228,Mid Sussex,4,Care home,9
E07000228,Mid Sussex,4,Elsewhere,0
E07000228,Mid Sussex,4,Home,6
E07000228,Mid Sussex,4,Hospice,4
E07000228,Mid Sussex,4,Hospital,16
E07000228,Mid Sussex,4,Other communal establishment,0
E07000228,Mid Sussex,5,Care home,8
E07000228,Mid Sussex,5,Elsewhere,1
E07000228,Mid Sussex,5,Home,6
E07000228,Mid Sussex,5,Hospice,2
E07000228,Mid Sussex,5,Hospital,13
E07000228,Mid Sussex,5,Other communal establishment,0
E07000228,Mid Sussex,6,Care home,9
E07000228,Mid Sussex,6,Elsewhere,0
E07000228,Mid Sussex,6,Home,4
E07000228,Mid Sussex,6,Hospice,2
E07000228,Mid Sussex,6,Hospital,17
E07000228,Mid Sussex,6,Other communal establishment,0
E07000228,Mid Sussex,7,Care home,11
E07000228,Mid Sussex,7,Elsewhere,1
E07000228,Mid Sussex,7,Home,4
E07000228,Mid Sussex,7,Hospice,2
E07000228,Mid Sussex,7,Hospital,14
E07000228,Mid Sussex,7,Other communal establishment,0
E07000228,Mid Sussex,8,Care home,9
E07000228,Mid Sussex,8,Elsewhere,0
E07000228,Mid Sussex,8,Home,6
E07000228,Mid Sussex,8,Hospice,3
E07000228,Mid Sussex,8,Hospital,13
E07000228,Mid Sussex,8,Other communal establishment,0
E07000228,Mid Sussex,9,Care home,9
E07000228,Mid Sussex,9,Elsewhere,1
E07000228,Mid Sussex,9,Home,5
E07000228,Mid Sussex,9,Hospice,3
E07000228,Mid Sussex,9,Hospital,11
E07000228,Mid Sussex,9,Other communal establishment,0
E07000228,Mid Sussex,10,Care home,11
E07000228,Mid Sussex,10,Elsewhere,0
E07000228,Mid Sussex,10,Home,5
E07000228,Mid Sussex,10,Hospice,3
E07000228,Mid Sussex,10,Hospital,13
E07000228,Mid Sussex,10,Other communal establishment,0
E07000228,Mid Sussex,11,Care home,10
E07000228,Mid Sussex,11,Elsewhere,1
E07000228,Mid Sussex,11,Home,5
E07000228,Mid Sussex,11,Hospice,3
E07000228,Mid Sussex,11,Hospital,9
E07000228,Mid Sussex,11,Other communal establishment,0
E07000228,Mid Sussex,12,Care home,9
E07000228,Mid Sussex,12,Elsewhere,0
E07000228,Mid Sussex,12,Home,5
E07000228,Mid Sussex,12,Hospice,2
E07000228,Mid Sussex,12,Hospital,11
E07000228,Mid Sussex,12,Other communal establishment,0
E07000228,Mid Sussex,13,Care home,7
E07000228,Mid Sussex,13,Elsewhere,1
E07000228,Mid Sussex,13,Home,5
E07000228,Mid Sussex,13,Hospice,3
E07000228,Mid Sussex,13,Hospital,12
E07000228,Mid Sussex,13,Other communal establishment,0
E07000228,Mid Sussex,14,Care home,8
E07000228,Mid Sussex,14,Elsewhere,0
E07000228,Mid Sussex,14,Home,6
E07000228,Mid Sussex,14,Hospice,3
E07000228,Mid Sussex,14,Hospital,13
E07000228,Mid Sussex,14,Other communal establishment,0
E07000228,Mid Sussex,15,Care home,8
E07000228,Mid Sussex,15,Elsewhere,1
E07000228,Mid Sussex,15,Home,4
E07000228,Mid Sussex,15,Hospice,4
E07000228,Mid Sussex,15,Hospital,9
E07000228,Mid Sussex,15,Other communal establishment,0
E07000228,Mid Sussex,16,Care home,9
E07000228,Mid Sussex,16,Elsewhere,1
E07000228,Mid Sussex,16,Home,4
E07000228,Mid Sussex,16,Hospice,3
E07000228,Mid Sussex,16,Hospital,10
E07000228,Mid Sussex,16,Other communal establishment,0
E07000228,Mid Sussex,17,Care home,9
E07000228,Mid Sussex,17,Elsewhere,0
E07000228,Mid Sussex,17,Home,6
E07000228,Mid Sussex,17,Hospice,4
E07000228,Mid Sussex,17,Hospital,12
E07000228,Mid Sussex,17,Other communal establishment,0
E07000228,Mid Sussex,18,Care home,6
E07000228,Mid Sussex,18,Elsewhere,0
E07000228,Mid Sussex,18,Home,4
E07000228,Mid Sussex,18,Hospice,2
E07000228,Mid Sussex,18,Hospital,8
E07000228,Mid Sussex,18,Other communal establishment,0
E07000228,Mid Sussex,19,Care home,6
E07000228,Mid Sussex,19,Elsewhere,0
E07000228,Mid Sussex,19,Home,4
E07000228,Mid Sussex,19,Hospice,2
E07000228,Mid Sussex,19,Hospital,12
E07000228,Mid Sussex,19,Other communal establishment,0
E07000228,Mid Sussex,20,Care home,5
E07000228,Mid Sussex,20,Elsewhere,0
E07000228,Mid Sussex,20,Home,5
E07000228,Mid Sussex,20,Hospice,3
E07000228,Mid Sussex,20,Hospital,10
E07000228,Mid Sussex,20,Other communal establishment,0
E07000228,Mid Sussex,21,Care home,9
E07000228,Mid Sussex,21,Elsewhere,0
E07000228,Mid Sussex,21,Home,4
E07000228,Mid Sussex,21,Hospice,2
E07000228,Mid Sussex,21,Hospital,11
E07000228,Mid Sussex,21,Other communal establishment,0
E07000228,Mid Sussex,22,Care home,4
E07000228,Mid Sussex,22,Elsewhere,0
E07000228,Mid Sussex,22,Home,4
E07000228,Mid Sussex,22,Hospice,2
E07000228,Mid Sussex,22,Hospital,10
E07000228,Mid Sussex,22,Other communal establishment,0
E07000228,Mid Sussex,23,Care home,8
E07000228,Mid Sussex,23,Elsewhere,0
E07000228,Mid Sussex,23,Home,5
E07000228,Mid Sussex,23,Hospice,1
E07000228,Mid Sussex,23,Hospital,9
E07000228,Mid Sussex,23,Other communal establishment,0
E07000228,Mid Sussex,24,Care home,6
E07000228,Mid Sussex,24,Elsewhere,0
E07000228,Mid Sussex,24,Home,6
E07000228,Mid Sussex,24,Hospice,2
E07000228,Mid Sussex,24,Hospital,11
E07000228,Mid Sussex,24,Other communal establishment,0
E07000228,Mid Sussex,25,Care home,7
E07000228,Mid Sussex,25,Elsewhere,1
E07000228,Mid Sussex,25,Home,3
E07000228,Mid Sussex,25,Hospice,3
E07000228,Mid Sussex,25,Hospital,6
E07000228,Mid Sussex,25,Other communal establishment,0
E07000228,Mid Sussex,26,Care home,5
E07000228,Mid Sussex,26,Elsewhere,0
E07000228,Mid Sussex,26,Home,5
E07000228,Mid Sussex,26,Hospice,3
E07000228,Mid Sussex,26,Hospital,9
E07000228,Mid Sussex,26,Other communal establishment,0
E07000228,Mid Sussex,27,Care home,8
E07000228,Mid Sussex,27,Elsewhere,0
E07000228,Mid Sussex,27,Home,3
E07000228,Mid Sussex,27,Hospice,2
E07000228,Mid Sussex,27,Hospital,10
E07000228,Mid Sussex,27,Other communal establishment,0
E07000228,Mid Sussex,28,Care home,8
E07000228,Mid Sussex,28,Elsewhere,0
E07000228,Mid Sussex,28,Home,5
E07000228,Mid Sussex,28,Hospice,2
E07000228,Mid Sussex,28,Hospital,11
E07000228,Mid Sussex,28,Other communal establishment,0
E07000228,Mid Sussex,29,Care home,7
E07000228,Mid Sussex,29,Elsewhere,1
E07000228,Mid Sussex,29,Home,6
E07000228,Mid Sussex,29,Hospice,2
E07000228,Mid Sussex,29,Hospital,7
E07000228,Mid Sussex,29,Other communal establishment,0
E07000228,Mid Sussex,30,Care home,8
E07000228,Mid Sussex,30,Elsewhere,1
E07000228,Mid Sussex,30,Home,3
E07000228,Mid Sussex,30,Hospice,3
E07000228,Mid Sussex,30,Hospital,9
E07000228,Mid Sussex,30,Other communal establishment,0
E07000228,Mid Sussex,31,Care home,8
E07000228,Mid Sussex,31,Elsewhere,0
E07000228,Mid Sussex,31,Home,2
E07000228,Mid Sussex,31,Hospice,2
E07000228,Mid Sussex,31,Hospital,9
E07000228,Mid Sussex,31,Other communal establishment,0
E07000228,Mid Sussex,32,Care home,6
E07000228,Mid Sussex,32,Elsewhere,0
E07000228,Mid Sussex,32,Home,3
E07000228,Mid Sussex,32,Hospice,3
E07000228,Mid Sussex,32,Hospital,8
E07000228,Mid Sussex,32,Other communal establishment,0
E07000228,Mid Sussex,33,Care home,6
E07000228,Mid Sussex,33,Elsewhere,1
E07000228,Mid Sussex,33,Home,4
E07000228,Mid Sussex,33,Hospice,2
E07000228,Mid Sussex,33,Hospital,9
E07000228,Mid Sussex,33,Other communal establishment,0
E07000228,Mid Sussex,34,Care home,8
E07000228,Mid Sussex,34,Elsewhere,1
E07000228,Mid Sussex,34,Home,5
E07000228,Mid Sussex,34,Hospice,3
E07000228,Mid Sussex,34,Hospital,7
E07000228,Mid Sussex,34,Other communal establishment,0
E07000228,Mid Sussex,35,Care home,7
E07000228,Mid Sussex,35,Elsewhere,0
E07000228,Mid Sussex,35,Home,3
E07000228,Mid Sussex,35,Hospice,2
E07000228,Mid Sussex,35,Hospital,9
E07000228,Mid Sussex,35,Other communal establishment,0
E07000228,Mid Sussex,36,Care home,9
E07000228,Mid Sussex,36,Elsewhere,1
E07000228,Mid Sussex,36,Home,6
E07000228,Mid Sussex,36,Hospice,3
E07000228,Mid Sussex,36,Hospital,11
E07000228,Mid Sussex,36,Other communal establishment,0
E07000228,Mid Sussex,37,Care home,6
E07000228,Mid Sussex,37,Elsewhere,0
E07000228,Mid Sussex,37,Home,4
E07000228,Mid Sussex,37,Hospice,2
E07000228,Mid Sussex,37,Hospital,8
E07000228,Mid Sussex,37,Other communal establishment,0
E07000228,Mid Sussex,38,Care home,7
E07000228,Mid Sussex,38,Elsewhere,1
E07000228,Mid Sussex,38,Home,4
E07000228,Mid Sussex,38,Hospice,1
E07000228,Mid Sussex,38,Hospital,8
E07000228,Mid Sussex,38,Other communal establishment,0
E07000228,Mid Sussex,39,Care home,7
E07000228,Mid Sussex,39,Elsewhere,1
E07000228,Mid Sussex,39,Home,5
E07000228,Mid Sussex,39,Hospice,2
E07000228,Mid Sussex,39,Hospital,10
E07000228,Mid Sussex,39,Other communal establishment,0
E07000228,Mid Sussex,40,Care home,8
E07000228,Mid Sussex,40,Elsewhere,1
E07000228,Mid Sussex,40,Home,3
E07000228,Mid Sussex,40,Hospice,3
E07000228,Mid Sussex,40,Hospital,10
E07000228,Mid Sussex,40,Other communal establishment,0
E07000228,Mid Sussex,41,Care home,5
E07000228,Mid Sussex,41,Elsewhere,0
E07000228,Mid Sussex,41,Home,6
E07000228,Mid Sussex,41,Hospice,4
E07000228,Mid Sussex,41,Hospital,11
E07000228,Mid Sussex,41,Other communal establishment,0
E07000228,Mid Sussex,42,Care home,5
E07000228,Mid Sussex,42,Elsewhere,0
E07000228,Mid Sussex,42,Home,3
E07000228,Mid Sussex,42,Hospice,2
E07000228,Mid Sussex,42,Hospital,12
E07000228,Mid Sussex,42,Other communal establishment,0
E07000228,Mid Sussex,43,Care home,6
E07000228,Mid Sussex,43,Elsewhere,0
E07000228,Mid Sussex,43,Home,5
E07000228,Mid Sussex,43,Hospice,3
E07000228,Mid Sussex,43,Hospital,9
E07000228,Mid Sussex,43,Other communal establishment,0
E07000228,Mid Sussex,44,Care home,9
E07000228,Mid Sussex,44,Elsewhere,0
E07000228,Mid Sussex,44,Home,5
E07000228,Mid Sussex,44,Hospice,3
E07000228,Mid Sussex,44,Hospital,12
E07000228,Mid Sussex,44,Other communal establishment,0
E07000228,Mid Sussex,45,Care home,9
E07000228,Mid Sussex,45,Elsewhere,1
E07000228,Mid Sussex,45,Home,5
E07000228,Mid Sussex,45,Hospice,3
E07000228,Mid Sussex,45,Hospital,10
E07000228,Mid Sussex,45,Other communal establishment,0
E07000228,Mid Sussex,46,Care home,8
E07000228,Mid Sussex,46,Elsewhere,1
E07000228,Mid Sussex,46,Home,4
E07000228,Mid Sussex,46,Hospice,3
E07000228,Mid Sussex,46,Hospital,9
E07000228,Mid Sussex,46,Other communal establishment,0
E07000228,Mid Sussex,47,Care home,10
E07000228,Mid Sussex,47,Elsewhere,0
E07000228,Mid Sussex,47,Home,6
E07000228,Mid Sussex,47,Hospice,3
E07000228,Mid Sussex,47,Hospital,12
E07000228,Mid Sussex,47,Other communal establishment,0
E07000228,Mid Sussex,48,Care home,7
E07000228,Mid Sussex,48,Elsewhere,0
E07000228,Mid Sussex,48,Home,5
E07000228,Mid Sussex,48,Hospice,2
E07000228,Mid Sussex,48,Hospital,10
E07000228,Mid Sussex,48,Other communal establishment,0
E07000228,Mid Sussex,49,Care home,7
E07000228,Mid Sussex,49,Elsewhere,0
E07000228,Mid Sussex,49,Home,5
E07000228,Mid Sussex,49,Hospice,2
E07000228,Mid Sussex,49,Hospital,11
E07000228,Mid Sussex,49,Other communal establishment,0
E07000228,Mid Sussex,50,Care home,8
E07000228,Mid Sussex,50,Elsewhere,0
E07000228,Mid Sussex,50,Home,4
E07000228,Mid Sussex,50,Hospice,3
E07000228,Mid Sussex,50,Hospital,10
E07000228,Mid Sussex,50,Other communal establishment,0
E07000228,Mid Sussex,51,Care home,11
E07000228,Mid Sussex,51,Elsewhere,0
E07000228,Mid Sussex,51,Home,6
E07000228,Mid Sussex,51,Hospice,3
E07000228,Mid Sussex,51,Hospital,14
E07000228,Mid Sussex,51,Other communal establishment,0
E07000228,Mid Sussex,52,Care home,6
E07000228,Mid Sussex,52,Elsewhere,1
E07000228,Mid Sussex,52,Home,4
E07000228,Mid Sussex,52,Hospice,2
E07000228,Mid Sussex,52,Hospital,8
E07000228,Mid Sussex,52,Other communal establishment,0
E07000229,Worthing,1,Care home,12
E07000229,Worthing,1,Elsewhere,0
E07000229,Worthing,1,Home,4
E07000229,Worthing,1,Hospice,2
E07000229,Worthing,1,Hospital,13
E07000229,Worthing,1,Other communal establishment,0
E07000229,Worthing,2,Care home,14
E07000229,Worthing,2,Elsewhere,0
E07000229,Worthing,2,Home,7
E07000229,Worthing,2,Hospice,3
E07000229,Worthing,2,Hospital,15
E07000229,Worthing,2,Other communal establishment,0
E07000229,Worthing,3,Care home,14
E07000229,Worthing,3,Elsewhere,1
E07000229,Worthing,3,Home,4
E07000229,Worthing,3,Hospice,3
E07000229,Worthing,3,Hospital,15
E07000229,Worthing,3,Other communal establishment,0
E07000229,Worthing,4,Care home,14
E07000229,Worthing,4,Elsewhere,0
E07000229,Worthing,4,Home,6
E07000229,Worthing,4,Hospice,2
E07000229,Worthing,4,Hospital,11
E07000229,Worthing,4,Other communal establishment,0
E07000229,Worthing,5,Care home,11
E07000229,Worthing,5,Elsewhere,0
E07000229,Worthing,5,Home,4
E07000229,Worthing,5,Hospice,2
E07000229,Worthing,5,Hospital,11
E07000229,Worthing,5,Other communal establishment,0
E07000229,Worthing,6,Care home,10
E07000229,Worthing,6,Elsewhere,0
E07000229,Worthing,6,Home,7
E07000229,Worthing,6,Hospice,2
E07000229,Worthing,6,Hospital,15
E07000229,Worthing,6,Other communal establishment,0
E07000229,Worthing,7,Care home,12
E07000229,Worthing,7,Elsewhere,1
E07000229,Worthing,7,Home,6
E07000229,Worthing,7,Hospice,1
E07000229,Worthing,7,Hospital,11
E07000229,Worthing,7,Other communal establishment,0
E07000229,Worthing,8,Care home,13
E07000229,Worthing,8,Elsewhere,0
E07000229,Worthing,8,Home,4
E07000229,Worthing,8,Hospice,2
E07000229,Worthing,8,Hospital,13
E07000229,Worthing,8,Other communal establishment,0
E07000229,Worthing,9,Care home,9
E07000229,Worthing,9,Elsewhere,0
E07000229,Worthing,9,Home,4
E07000229,Worthing,9,Hospice,1
E07000229,Worthing,9,Hospital,10
E07000229,Worthing,9,Other communal establishment,0
E07000229,Worthing,10,Care home,11
E07000229,Worthing,10,Elsewhere,1
E07000229,Worthing,10,Home,6
E07000229,Worthing,10,Hospice,2
E07000229,Worthing,10,Hospital,13
E07000229,Worthing,10,Other communal establishment,0
E07000229,Worthing,11,Care home,10
E07000229,Worthing,11,Elsewhere,0
E07000229,Worthing,11,Home,6
E07000229,Worthing,11,Hospice,1
E07000229,Worthing,11,Hospital,12
E07000229,Worthing,11,Other communal establishment,1
E07000229,Worthing,12,Care home,12
E07000229,Worthing,12,Elsewhere,0
E07000229,Worthing,12,Home,6
E07000229,Worthing,12,Hospice,2
E07000229,Worthing,12,Hospital,9
E07000229,Worthing,12,Other communal establishment,0
E07000229,Worthing,13,Care home,9
E07000229,Worthing,13,Elsewhere,0
E07000229,Worthing,13,Home,6
E07000229,Worthing,13,Hospice,2
E07000229,Worthing,13,Hospital,12
E07000229,Worthing,13,Other communal establishment,0
E07000229,Worthing,14,Care home,9
E07000229,Worthing,14,Elsewhere,1
E07000229,Worthing,14,Home,4
E07000229,Worthing,14,Hospice,1
E07000229,Worthing,14,Hospital,10
E07000229,Worthing,14,Other communal establishment,0
E07000229,Worthing,15,Care home,7
E07000229,Worthing,15,Elsewhere,0
E07000229,Worthing,15,Home,6
E07000229,Worthing,15,Hospice,2
E07000229,Worthing,15,Hospital,10
E07000229,Worthing,15,Other communal establishment,0
E07000229,Worthing,16,Care home,7
E07000229,Worthing,16,Elsewhere,0
E07000229,Worthing,16,Home,4
E07000229,Worthing,16,Hospice,3
E07000229,Worthing,16,Hospital,13
E07000229,Worthing,16,Other communal establishment,1
E07000229,Worthing,17,Care home,9
E07000229,Worthing,17,Elsewhere,0
E07000229,Worthing,17,Home,5
E07000229,Worthing,17,Hospice,2
E07000229,Worthing,17,Hospital,10
E07000229,Worthing,17,Other communal establishment,0
E07000229,Worthing,18,Care home,7
E07000229,Worthing,18,Elsewhere,1
E07000229,Worthing,18,Home,4
E07000229,Worthing,18,Hospice,2
E07000229,Worthing,18,Hospital,14
E07000229,Worthing,18,Other communal establishment,0
E07000229,Worthing,19,Care home,7
E07000229,Worthing,19,Elsewhere,0
E07000229,Worthing,19,Home,5
E07000229,Worthing,19,Hospice,2
E07000229,Worthing,19,Hospital,10
E07000229,Worthing,19,Other communal establishment,1
E07000229,Worthing,20,Care home,7
E07000229,Worthing,20,Elsewhere,1
E07000229,Worthing,20,Home,5
E07000229,Worthing,20,Hospice,3
E07000229,Worthing,20,Hospital,12
E07000229,Worthing,20,Other communal establishment,0
E07000229,Worthing,21,Care home,8
E07000229,Worthing,21,Elsewhere,0
E07000229,Worthing,21,Home,4
E07000229,Worthing,21,Hospice,2
E07000229,Worthing,21,Hospital,9
E07000229,Worthing,21,Other communal establishment,0
E07000229,Worthing,22,Care home,5
E07000229,Worthing,22,Elsewhere,0
E07000229,Worthing,22,Home,3
E07000229,Worthing,22,Hospice,3
E07000229,Worthing,22,Hospital,6
E07000229,Worthing,22,Other communal establishment,0
E07000229,Worthing,23,Care home,9
E07000229,Worthing,23,Elsewhere,1
E07000229,Worthing,23,Home,4
E07000229,Worthing,23,Hospice,2
E07000229,Worthing,23,Hospital,7
E07000229,Worthing,23,Other communal establishment,0
E07000229,Worthing,24,Care home,7
E07000229,Worthing,24,Elsewhere,0
E07000229,Worthing,24,Home,4
E07000229,Worthing,24,Hospice,1
E07000229,Worthing,24,Hospital,8
E07000229,Worthing,24,Other communal establishment,0
E07000229,Worthing,25,Care home,8
E07000229,Worthing,25,Elsewhere,0
E07000229,Worthing,25,Home,2
E07000229,Worthing,25,Hospice,2
E07000229,Worthing,25,Hospital,8
E07000229,Worthing,25,Other communal establishment,0
E07000229,Worthing,26,Care home,7
E07000229,Worthing,26,Elsewhere,0
E07000229,Worthing,26,Home,6
E07000229,Worthing,26,Hospice,2
E07000229,Worthing,26,Hospital,8
E07000229,Worthing,26,Other communal establishment,0
E07000229,Worthing,27,Care home,7
E07000229,Worthing,27,Elsewhere,0
E07000229,Worthing,27,Home,5
E07000229,Worthing,27,Hospice,2
E07000229,Worthing,27,Hospital,9
E07000229,Worthing,27,Other communal establishment,0
E07000229,Worthing,28,Care home,8
E07000229,Worthing,28,Elsewhere,1
E07000229,Worthing,28,Home,4
E07000229,Worthing,28,Hospice,2
E07000229,Worthing,28,Hospital,8
E07000229,Worthing,28,Other communal establishment,0
E07000229,Worthing,29,Care home,7
E07000229,Worthing,29,Elsewhere,0
E07000229,Worthing,29,Home,5
E07000229,Worthing,29,Hospice,1
E07000229,Worthing,29,Hospital,10
E07000229,Worthing,29,Other communal establishment,0
E07000229,Worthing,30,Care home,9
E07000229,Worthing,30,Elsewhere,0
E07000229,Worthing,30,Home,6
E07000229,Worthing,30,Hospice,2
E07000229,Worthing,30,Hospital,11
E07000229,Worthing,30,Other communal establishment,0
E07000229,Worthing,31,Care home,6
E07000229,Worthing,31,Elsewhere,0
E07000229,Worthing,31,Home,4
E07000229,Worthing,31,Hospice,1
E07000229,Worthing,31,Hospital,10
E07000229,Worthing,31,Other communal establishment,0
E07000229,Worthing,32,Care home,8
E07000229,Worthing,32,Elsewhere,0
E07000229,Worthing,32,Home,4
E07000229,Worthing,32,Hospice,0
E07000229,Worthing,32,Hospital,8
E07000229,Worthing,32,Other communal establishment,0
E07000229,Worthing,33,Care home,5
E07000229,Worthing,33,Elsewhere,1
E07000229,Worthing,33,Home,4
E07000229,Worthing,33,Hospice,2
E07000229,Worthing,33,Hospital,8
E07000229,Worthing,33,Other communal establishment,0
E07000229,Worthing,34,Care home,8
E07000229,Worthing,34,Elsewhere,0
E07000229,Worthing,34,Home,4
E07000229,Worthing,34,Hospice,3
E07000229,Worthing,34,Hospital,9
E07000229,Worthing,34,Other communal establishment,0
E07000229,Worthing,35,Care home,6
E07000229,Worthing,35,Elsewhere,1
E07000229,Worthing,35,Home,3
E07000229,Worthing,35,Hospice,1
E07000229,Worthing,35,Hospital,7
E07000229,Worthing,35,Other communal establishment,0
E07000229,Worthing,36,Care home,6
E07000229,Worthing,36,Elsewhere,0
E07000229,Worthing,36,Home,2
E07000229,Worthing,36,Hospice,2
E07000229,Worthing,36,Hospital,9
E07000229,Worthing,36,Other communal establishment,1
E07000229,Worthing,37,Care home,9
E07000229,Worthing,37,Elsewhere,1
E07000229,Worthing,37,Home,5
E07000229,Worthing,37,Hospice,3
E07000229,Worthing,37,Hospital,9
E07000229,Worthing,37,Other communal establishment,1
E07000229,Worthing,38,Care home,9
E07000229,Worthing,38,Elsewhere,1
E07000229,Worthing,38,Home,5
E07000229,Worthing,38,Hospice,2
E07000229,Worthing,38,Hospital,9
E07000229,Worthing,38,Other communal establishment,0
E07000229,Worthing,39,Care home,8
E07000229,Worthing,39,Elsewhere,1
E07000229,Worthing,39,Home,5
E07000229,Worthing,39,Hospice,1
E07000229,Worthing,39,Hospital,10
E07000229,Worthing,39,Other communal establishment,0
E07000229,Worthing,40,Care home,6
E07000229,Worthing,40,Elsewhere,1
E07000229,Worthing,40,Home,5
E07000229,Worthing,40,Hospice,3
E07000229,Worthing,40,Hospital,8
E07000229,Worthing,40,Other communal establishment,0
E07000229,Worthing,41,Care home,9
E07000229,Worthing,41,Elsewhere,0
E07000229,Worthing,41,Home,6
E07000229,Worthing,41,Hospice,1
E07000229,Worthing,41,Hospital,7
E07000229,Worthing,41,Other communal establishment,0
E07000229,Worthing,42,Care home,8
E07000229,Worthing,42,Elsewhere,0
E07000229,Worthing,42,Home,4
E07000229,Worthing,42,Hospice,1
E07000229,Worthing,42,Hospital,11
E07000229,Worthing,42,Other communal establishment,0
E07000229,Worthing,43,Care home,8
E07000229,Worthing,43,Elsewhere,0
E07000229,Worthing,43,Home,4
E07000229,Worthing,43,Hospice,2
E07000229,Worthing,43,Hospital,9
E07000229,Worthing,43,Other communal establishment,0
E07000229,Worthing,44,Care home,9
E07000229,Worthing,44,Elsewhere,0
E07000229,Worthing,44,Home,3
E07000229,Worthing,44,Hospice,2
E07000229,Worthing,44,Hospital,9
E07000229,Worthing,44,Other communal establishment,0
E07000229,Worthing,45,Care home,9
E07000229,Worthing,45,Elsewhere,0
E07000229,Worthing,45,Home,5
E07000229,Worthing,45,Hospice,2
E07000229,Worthing,45,Hospital,12
E07000229,Worthing,45,Other communal establishment,0
E07000229,Worthing,46,Care home,7
E07000229,Worthing,46,Elsewhere,0
E07000229,Worthing,46,Home,6
E07000229,Worthing,46,Hospice,1
E07000229,Worthing,46,Hospital,11
E07000229,Worthing,46,Other communal establishment,0
E07000229,Worthing,47,Care home,8
